Evidence,Property,Source,Genome Name,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,EmrAB-OMF,Outer membrane factor (OMF) lipoprotein associated wth EmrAB-OMF efflux system,Outer membrane factor (OMF) lipoprotein associated wth EmrAB-OMF efflux system,efflux pump conferring antibiotic resistance,,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,phzM,Phenazine-specific methyltransferase PhzM,,"Pigment,Antimicrobial activity",,100,100,100,1.00E-190
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexXY-OMP,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexY of MexXY/AxyXY","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexY of MexXY/AxyXY",efflux pump conferring antibiotic resistance,9925549,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,hcp1,T6SS component Hcp,,"Secretion system,Type VI secretion system",,100,100,100,3.00E-90
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,kasA,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",antibiotic target in susceptible species,10428945,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliE,Flagellar hook-basal body complex protein FliE,,"Adherence,Motility",,100,100,100,5.00E-53
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB-like",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.35,10984043;16301811,100,100,99,0
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa UCBPP-PA14,PA14_38610,Short-chain fatty acids transporter,,,18591226,100,100,100,1.00E-274
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,xcpU,General secretion pathway protein H,,"Secretion system,Type II secretion system",,100,100,100,9.00E-91
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps",the multidrug/oligosaccharidyl-lipid/polysaccharide (mop) flippase superfamily.,2.A.66.1.12,10984043;14679249,100,100,100,1.00E-277
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD2/OpdC,"Outer membrane low permeability porin, OprD family => OccD2/OpdC","Outer membrane low permeability porin, OprD family => OccD2/OpdC",protein modulating permeability to antibiotic,22272184,,,,
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD7/OpdB,"Outer membrane low permeability porin, OprD family => OccD7/OpdB proline","Outer membrane low permeability porin, OprD family => OccD7/OpdB proline",protein modulating permeability to antibiotic,15687295,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,probable cation-transporting P-type ATPase,the p-type atpase (p-atpase) superfamily.,3.A.3.6.15,10984043,100,100,99,0
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1 ,thrC,Threonine synthase (EC 4.2.3.1),,,14641575,100,100,99,1.00E-275
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"RND efflux system, membrane fusion protein",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.35,10984043;16301811,100,100,98,1.00E-207
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"L-carnitine ABC transporter, substrate-binding protein CaiX",the atp-binding cassette (abc) superfamily.,3.A.1.12.12,10984043,100,100,100,1.00E-178
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,popN,"Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)",,"Secretion system,Type III secretion system",,100,100,100,1.00E-155
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,motC,Flagellar motor rotation protein MotA,,,,100,100,100,1.00E-134
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,algE,"Alginate export system Algk/AlgE, outer membrane porin AlgE",,"Antiphagocytosis,Serum resistance",,100,100,100,1.00E-299
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Arginine/ornithine ABC transporter, permease protein AotM",the atp-binding cassette (abc) superfamily.,3.A.1.3.11,10984043;9286980;9791103,100,100,100,1.00E-128
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa UCBPP-PA14,PA14_41070,FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-),,,19779606,100,100,100,1.00E-151
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),lasB,"Vibriolysin, extracellular zinc protease (EC 3.4.24.25) @ Pseudolysin, extracellular zinc protease (EC 3.4.24.26)",N-(1-Carboxy-3-Phenylpropyl)Phenylalanyl-Alpha-Asparagine,Drug target,,100,100,99,1.00E-295
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,APH(3')-IIb,Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-II/APH(3')-XV,,"aminoglycoside resistance gene,antibiotic inactivation enzyme",,100,100,99,1.00E-154
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliH,Flagellar assembly protein FliH,,"Adherence,Motility",,100,100,99,1.00E-150
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,exoT,hypothetical protein,,,10992524,100,100,99,1.00E-254
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexCD-OprJ,"Multidrug efflux system, membrane fusion component => MexC of MexCD-OprJ system","Multidrug efflux system, membrane fusion component => MexC of MexCD-OprJ system",efflux pump conferring antibiotic resistance,8878035,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,alg44,"Alginate polymerisation protein Alg44, membrane fusion protein",,"Antiphagocytosis,Serum resistance",,100,100,100,1.00E-222
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliO,Flagellar biosynthesis protein FliO,,"Adherence,Motility",,100,100,100,2.00E-79
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,gyrA,DNA gyrase subunit A (EC 5.99.1.3),,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,100,100,100,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,algX,"Alginate O-acetyltransferase AlgX, periplasmic",,"Antiphagocytosis,Serum resistance",,100,100,99,1.00E-280
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,relA,"Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I",,,15385461,100,100,100,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Type IV pilus assembly ATPase component PilU,the outer membrane protein secreting main terminal branch (mtb) family.,3.A.15.2.1,10984043;1676385;1898929;1971619;2997119;7565109;7854122;7854130;8057924;8330261;8340405;8682785;8845350;9224881;9668097,100,100,100,1.00E-218
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fleR,Flagellar two-component response regulator FleR,,"Adherence,Motility",,100,100,100,1.00E-269
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),ohr,Organic hydroperoxide resistance protein,"1,4-Dithiothreitol",Drug target,,100,100,100,3.00E-75
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,Phosphate/pyrophosphate-specific outer membrane porin OprP/OprO,the pseudomonas oprp porin (pop) family.,1.B.5.1.1,,100,100,100,1.00E-262
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,Sodium/glutamate symporter,the glutamate:na(+) symporter (ess) family.,2.A.27.1.3,,100,100,100,1.00E-231
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Escherichia coli,,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3),the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.,3.D.1.1.1,11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646,93,92,86,2.00E-85
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,lasB,"Vibriolysin, extracellular zinc protease (EC 3.4.24.25) @ Pseudolysin, extracellular zinc protease (EC 3.4.24.26)",,"Protease,Zinc metalloproteinase",,100,100,99,1.00E-295
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pchI,"ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",,"Iron uptake,Siderophore",,100,100,98,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,tagQ,Autotransporter adhesin,,,,100,100,100,1.00E-171
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),phzD1,2-amino-2-deoxy-isochorismate hydrolase PhzD (EC 3.-.-.-),Formic Acid;Isochorismic Acid,Drug target,,100,100,100,1.00E-118
