Genome,Feature Type,Start,End,Length,Strand,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa ,CDS,583021,583224,204,-,67,,Type III secretion protein (YscE),
Pseudomonas aeruginosa ,CDS,583187,584485,1299,-,432,,"Type III secretion inner membrane protein (YscD,homologous to flagellar export components)",
Pseudomonas aeruginosa ,CDS,584487,586289,1803,-,600,,"Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG)",
Pseudomonas aeruginosa ,CDS,586289,586711,423,-,140,,"Type III secretion chaperone protein for YopN (SycN,YscB)",
Pseudomonas aeruginosa ,CDS,586745,587575,831,-,276,,Type III secretion negative regulator (LscZ),
Pseudomonas aeruginosa ,CDS,58679,59554,876,-,291,,3-hydroxyisobutyrate dehydrogenase family protein,
Pseudomonas aeruginosa ,CDS,587673,588509,837,-,278,,"Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)",
Pseudomonas aeruginosa ,CDS,588807,589220,414,-,137,,"Type III secretion transporter lipoprotein (YscW,VirG)",
Pseudomonas aeruginosa ,CDS,589229,589474,246,-,81,,FIG00962212: hypothetical protein,
Pseudomonas aeruginosa ,CDS,589483,589920,438,-,145,,"Unknown, probably involved in type III secretion",
Pseudomonas aeruginosa ,CDS,590046,590933,888,-,295,,Type III secretion host injection and negative regulator protein (YopD),
Pseudomonas aeruginosa ,CDS,590945,592117,1173,-,390,,Type III secretion host injection protein (YopB),
Pseudomonas aeruginosa ,CDS,592098,592604,507,-,168,,Type III secretion chaperone protein for YopD (SycD),
Pseudomonas aeruginosa ,CDS,592613,593497,885,-,294,,"Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)",
Pseudomonas aeruginosa ,CDS,593507,593803,297,-,98,,Type III secretion cytoplasmic plug protein (LcrG),
Pseudomonas aeruginosa ,CDS,593831,594265,435,-,144,,Type III secretion low calcium response protein (LcrR),
Pseudomonas aeruginosa ,CDS,594262,596382,2121,-,706,,"Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)",
Pseudomonas aeruginosa ,CDS,59560,59904,345,-,114,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,596379,596708,330,-,109,,Chaperone protein YscY (Yop proteins translocation protein Y),
Pseudomonas aeruginosa ,CDS,596713,597078,366,-,121,,Type III secretion protein SctX,
Pseudomonas aeruginosa ,CDS,597075,597446,372,-,123,,Type III secretion chaperone SycN,
Pseudomonas aeruginosa ,CDS,597433,597711,279,-,92,,Type III secretion outermembrane negative regulator of secretion (TyeA),
Pseudomonas aeruginosa ,CDS,597692,598558,867,-,288,,"Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)",
Pseudomonas aeruginosa ,CDS,598782,600071,1290,+,429,,"Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)",
Pseudomonas aeruginosa ,CDS,59901,60938,1038,-,345,,Putative oxidoreductase YncB,
Pseudomonas aeruginosa ,CDS,600068,600544,477,+,158,,Type III secretion spans bacterial envelope protein (YscO),
Pseudomonas aeruginosa ,CDS,601249,601647,399,+,132,,Type III secretion protein (YscP),
Pseudomonas aeruginosa ,CDS,601644,602573,930,+,309,,"Type III secretion inner membrane protein (YscQ,homologous to flagellar export components)",
Pseudomonas aeruginosa ,CDS,602570,603223,654,+,217,,"Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",
Pseudomonas aeruginosa ,CDS,603226,603492,267,+,88,,"Type III secretion inner membrane protein (YscS,homologous to flagellar export components)",
Pseudomonas aeruginosa ,CDS,603489,604277,789,+,262,,"Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)",
Pseudomonas aeruginosa ,CDS,604274,605323,1050,+,349,,"Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)",
Pseudomonas aeruginosa ,CDS,605429,607531,2103,-,700,,"Phosphoglycerol transferase and related proteins, alkaline phosphatase superfamily",
Pseudomonas aeruginosa ,CDS,607534,608403,870,-,289,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,608564,609424,861,-,286,,Spermidine synthase (EC 2.5.1.16),GO:0004766|spermidine synthase activity
Pseudomonas aeruginosa ,CDS,609573,610466,894,+,297,,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),GO:0003905|alkylbase DNA N-glycosylase activity;GO:0003905|DNA-3-methyladenine glycosylase activity;GO:0003905|DNA-7-methylguanine glycosylase activity;GO:0003905|DNA-7-methyladenine glycosylase activity;GO:0003905|DNA-3-methylguanine glycosylase activity
Pseudomonas aeruginosa ,CDS,610482,610673,192,-,63,,Uncharacterized membrane protein RSP_1259,
Pseudomonas aeruginosa ,CDS,61069,61653,585,-,194,,"Transcriptional regulator, AcrR family",
Pseudomonas aeruginosa ,CDS,610722,611399,678,-,225,,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatase (EC 3.1.3.77)",GO:0043874|acireductone synthase activity
Pseudomonas aeruginosa ,CDS,611471,612016,546,-,181,,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)",GO:0010309|acireductone dioxygenase [iron(II)-requiring] activity
Pseudomonas aeruginosa ,CDS,612013,612630,618,-,205,,Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109),GO:0046570|methylthioribulose 1-phosphate dehydratase activity
Pseudomonas aeruginosa ,CDS,612627,613778,1152,-,383,,Nucleoside:H+ symporter:Major facilitator superfamily,
Pseudomonas aeruginosa ,CDS,613822,614913,1092,-,363,,Chorismate synthase (EC 4.2.3.5),GO:0004107|chorismate synthase activity
Pseudomonas aeruginosa ,CDS,615021,616004,984,+,327,,"Hydrolase, alpha/beta fold family",
Pseudomonas aeruginosa ,CDS,616082,616861,780,+,259,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,616886,617800,915,-,304,,Ribosomal protein L3 N(5)-glutamine methyltransferase (EC 2.1.1.298),
Pseudomonas aeruginosa ,CDS,617971,618567,597,+,198,,Isochorismatase (EC 3.3.2.1),GO:0008908|isochorismatase activity
Pseudomonas aeruginosa ,CDS,61807,63060,1254,-,417,,Hydrogen cyanide synthase HcnC @ Opine oxidase subunit B,
Pseudomonas aeruginosa ,CDS,618740,619060,321,+,106,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,619117,619674,558,+,185,,Smr domain protein,
Pseudomonas aeruginosa ,CDS,619752,620297,546,+,181,,GTP cyclohydrolase I (EC 3.5.4.16) type 1,GO:0003934|GTP cyclohydrolase I activity
Pseudomonas aeruginosa ,CDS,620362,620823,462,-,153,,Hemerythrin domain protein,
Pseudomonas aeruginosa ,CDS,621069,621449,381,+,126,,Glyoxalase family protein,
Pseudomonas aeruginosa ,CDS,621477,622469,993,-,330,,T6SS Serine/threonine protein kinase (EC 2.7.11.1) PpkA,
Pseudomonas aeruginosa ,CDS,622466,623194,729,-,242,,T6SS protein serine/threonine phosphatase PppA,
Pseudomonas aeruginosa ,CDS,623194,626721,3528,-,1175,,T6SS component TssM (IcmF/VasK),
Pseudomonas aeruginosa ,CDS,626737,627606,870,-,289,,T6SS outer membrane component TssL (ImpK/VasF),
Pseudomonas aeruginosa ,CDS,627609,628940,1332,-,443,,T6SS component TssK (ImpJ/VasE),
Pseudomonas aeruginosa ,CDS,628937,629443,507,-,168,,T6SS secretion lipoprotein TssJ (VasD),
Pseudomonas aeruginosa ,CDS,629449,630642,1194,-,397,,T6SS forkhead associated domain protein ImpI/VasC,
Pseudomonas aeruginosa ,CDS,63063,64457,1395,-,464,,Hydrogen cyanide synthase HcnB @ Opine oxidase subunit A,
Pseudomonas aeruginosa ,CDS,630660,630800,141,-,46,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,630889,632400,1512,-,503,,T6SS sigma-54-dependent regulator VasH,
Pseudomonas aeruginosa ,CDS,632411,635038,2628,-,875,,T6SS AAA+ chaperone ClpV (TssH),
Pseudomonas aeruginosa ,CDS,635051,636058,1008,-,335,,T6SS component TssG (ImpH/VasB),
Pseudomonas aeruginosa ,CDS,636022,637809,1788,-,595,,T6SS component TssF (ImpG/VasA),
Pseudomonas aeruginosa ,CDS,638147,638554,408,-,135,,T6SS lysozyme-like component TssE,
Pseudomonas aeruginosa ,CDS,638567,639868,1302,-,433,,T6SS component TssC (ImpC/VipB),
Pseudomonas aeruginosa ,CDS,639924,641090,1167,-,388,,Aspartate aminotransferase (AspB-4) (EC 2.6.1.1),GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity;GO:0004069|L-phenylalanine:2-oxoglutarate aminotransferase activity
Pseudomonas aeruginosa ,CDS,641172,641648,477,+,158,,"Transcriptional regulator, MarR family",
Pseudomonas aeruginosa ,CDS,641698,642333,636,-,211,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,642564,643760,1197,+,398,,Benzoate transport protein,
Pseudomonas aeruginosa ,CDS,643767,644660,894,-,297,,Sodium/bile acid symporter family,
Pseudomonas aeruginosa ,CDS,64454,64768,315,-,104,,Hydrogen cyanide synthase HcnA @ Opine oxidase subunit C,
Pseudomonas aeruginosa ,CDS,644819,645580,762,-,253,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
Pseudomonas aeruginosa ,CDS,645831,646835,1005,+,334,,Putative NADP-dependent oxidoreductase PA1648,
Pseudomonas aeruginosa ,CDS,646978,648699,1722,+,573,,Sulfate permease and related transporters (MFS superfamily),
Pseudomonas aeruginosa ,CDS,648680,650638,1959,-,652,,Methyl-accepting chemotaxis sensor/transducer protein,
Pseudomonas aeruginosa ,CDS,64985,65539,555,-,184,,Protease subunit of ATP-dependent Clp proteases,
Pseudomonas aeruginosa ,CDS,650840,651247,408,+,135,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,651254,651862,609,-,202,,flavin reductase domain protein FMN-binding protein,
Pseudomonas aeruginosa ,CDS,652000,652347,348,+,115,,Gfa-like protein,
Pseudomonas aeruginosa ,CDS,652326,653435,1110,-,369,,Selenophosphate-dependent tRNA 2-selenouridine synthase,
Pseudomonas aeruginosa ,CDS,653435,654469,1035,-,344,,"Selenide,water dikinase (EC 2.7.9.3)","GO:0004756|selenide, water dikinase activity"
Pseudomonas aeruginosa ,CDS,654553,654831,279,-,92,,putative lipoprotein,
Pseudomonas aeruginosa ,CDS,654946,655983,1038,+,345,,FIG00613342: Bacterial patatin-like phospholipase domain containing protein,
Pseudomonas aeruginosa ,CDS,655987,656592,606,-,201,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,656703,657611,909,-,302,,Glutaminase (EC 3.5.1.2),GO:0004359|glutaminase activity
Pseudomonas aeruginosa ,CDS,65696,66118,423,-,140,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,657733,658425,693,-,230,,DNA-binding response regulator KdpE,
Pseudomonas aeruginosa ,CDS,658526,661183,2658,-,885,,Osmosensitive K+ channel histidine kinase KdpD,
Pseudomonas aeruginosa ,CDS,661291,661842,552,-,183,,Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1),GO:0008556|potassium-transporting ATPase activity
Pseudomonas aeruginosa ,CDS,66146,67360,1215,-,404,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,661896,663968,2073,-,690,,Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1),GO:0008556|potassium-transporting ATPase activity
Pseudomonas aeruginosa ,CDS,663980,665674,1695,-,564,,Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1),GO:0008556|potassium-transporting ATPase activity
Pseudomonas aeruginosa ,CDS,665685,665828,144,-,47,,FIG00954844: hypothetical protein,
Pseudomonas aeruginosa ,CDS,665962,667116,1155,-,384,,Acyl-CoA dehydrogenase,
Pseudomonas aeruginosa ,CDS,667171,668037,867,-,288,,"Transcriptional regulator, IclR family",
Pseudomonas aeruginosa ,CDS,668279,669064,786,+,261,,Enoyl-CoA hydratase/isomerase family protein,
Pseudomonas aeruginosa ,CDS,669068,670597,1530,+,509,,3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),GO:0008691|3-hydroxybutyryl-CoA dehydrogenase activity;GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity
Pseudomonas aeruginosa ,CDS,670735,671382,648,+,215,,"Transcriptional regulator, GntR family",
Pseudomonas aeruginosa ,CDS,671398,672672,1275,+,424,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,672724,673791,1068,-,355,,Uncharacterized UPF0118 membrane protein,
Pseudomonas aeruginosa ,CDS,67357,67530,174,-,57,,FIG00956513: hypothetical protein,
Pseudomonas aeruginosa ,CDS,673957,674763,807,-,268,,"Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit",
Pseudomonas aeruginosa ,CDS,674772,675434,663,-,220,,Glutathione S-transferase (EC 2.5.1.18),GO:0004364|glutathione transferase activity
Pseudomonas aeruginosa ,CDS,67546,68922,1377,+,458,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,675514,676374,861,-,286,,Putative hydrolase,
Pseudomonas aeruginosa ,CDS,676371,677183,813,-,270,,Predicted hydrolase or acyltransferase PA1621,
Pseudomonas aeruginosa ,CDS,677285,677926,642,-,213,,Threonine efflux protein,
Pseudomonas aeruginosa ,CDS,677967,678791,825,-,274,,"Transcriptional regulator, AraC family",
Pseudomonas aeruginosa ,CDS,678849,679286,438,-,145,,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis",
Pseudomonas aeruginosa ,CDS,679336,681003,1668,-,555,,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),GO:0004467|long-chain fatty acid-CoA ligase activity
Pseudomonas aeruginosa ,CDS,681130,681594,465,-,154,,Phosphohistidine phosphatase SixA,
Pseudomonas aeruginosa ,CDS,681591,681932,342,-,113,,Putative lipase,
Pseudomonas aeruginosa ,CDS,681946,682968,1023,-,340,,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),GO:0004367|glycerol-3-phosphate dehydrogenase NAD+ activity
Pseudomonas aeruginosa ,CDS,683119,685227,2109,+,702,,"Outer membrane receptor proteins, mostly Fe transport",
Pseudomonas aeruginosa ,CDS,685228,686157,930,+,309,,"ABC transporter, substrate-binding protein (cluster 15, trp?)",
Pseudomonas aeruginosa ,CDS,686154,688109,1956,+,651,,probable sensor/response regulator hybrid,
Pseudomonas aeruginosa ,CDS,688298,688813,516,+,171,,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59) @ Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14)",GO:0019171|3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity;GO:0019171|3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity;GO:0034017|trans-2-decenoyl-acyl-carrier-protein isomerase activity
Pseudomonas aeruginosa ,CDS,688825,690042,1218,+,405,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",GO:0004315|3-oxoacyl-[acyl-carrier-protein] synthase activity
Pseudomonas aeruginosa ,CDS,68906,69856,951,+,316,,HemK family modification methylase PA2179,
Pseudomonas aeruginosa ,CDS,690197,691822,1626,+,541,,Methyl-accepting chemotaxis sensor/transducer protein,
Pseudomonas aeruginosa ,CDS,691928,692368,441,+,146,,"Transcriptional regulator, HxlR family",
Pseudomonas aeruginosa ,CDS,692542,693018,477,-,158,,Helicase subunit of the DNA excision repair complex,
Pseudomonas aeruginosa ,CDS,693087,694121,1035,-,344,,"5-oxo-L-prolinase, putative",
Pseudomonas aeruginosa ,CDS,694120,695025,906,+,301,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,695064,695486,423,+,140,,"Transcriptional regulator, MarR family",
Pseudomonas aeruginosa ,CDS,695693,696184,492,+,163,,"Uncharacterized aldehyde oxidase, 2Fe-2S subunit",
Pseudomonas aeruginosa ,CDS,696181,698427,2247,+,748,,"Uncharacterized aldehyde oxidase, molybdopterin-binding subunit",
Pseudomonas aeruginosa ,CDS,69840,70070,231,-,76,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,698477,699778,1302,+,433,,"Uncharacterized aldehyde oxidase, cytochrome c subunit",
Pseudomonas aeruginosa ,CDS,699789,700571,783,-,260,,"Transcriptional regulator, AraC family",
Pseudomonas aeruginosa ,CDS,700652,701473,822,+,273,,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),GO:0003864|3-methyl-2-oxobutanoate hydroxymethyltransferase activity
Pseudomonas aeruginosa ,CDS,701484,702209,726,-,241,,Dienelactone hydrolase family protein,
Pseudomonas aeruginosa ,CDS,702277,704181,1905,-,634,,Chaperone protein HtpG,
Pseudomonas aeruginosa ,CDS,70231,70839,609,+,202,,putative membrane protein,
Pseudomonas aeruginosa ,CDS,704299,705531,1233,-,410,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,705568,706014,447,-,148,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,706011,706484,474,-,157,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,706657,706893,237,+,78,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,706952,707716,765,-,254,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,707862,709175,1314,-,437,,Na(+)-dependent branched-chain amino acid transporter,
Pseudomonas aeruginosa ,CDS,70843,72795,1953,-,650,,Two-component system sensor histidine kinase/response regulator hybrid,
Pseudomonas aeruginosa ,CDS,709486,710373,888,-,295,,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),GO:0004775|succinate-CoA ligase (ADP-forming) activity
Pseudomonas aeruginosa ,CDS,710373,711539,1167,-,388,,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),GO:0004775|succinate-CoA ligase (ADP-forming) activity
Pseudomonas aeruginosa ,CDS,711868,713304,1437,-,478,,Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4),GO:0004148|dihydrolipoyl dehydrogenase activity
Pseudomonas aeruginosa ,CDS,713373,714602,1230,-,409,,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),GO:0004149|dihydrolipoyllysine-residue succinyltransferase activity
Pseudomonas aeruginosa ,CDS,714645,717476,2832,-,943,,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),GO:0004591|oxoglutarate dehydrogenase (succinyl-transferring) activity
Pseudomonas aeruginosa ,CDS,717733,718440,708,-,235,,Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1),GO:0008177|succinate dehydrogenase (ubiquinone) activity
Pseudomonas aeruginosa ,CDS,718452,720224,1773,-,590,,Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1),GO:0008177|succinate dehydrogenase (ubiquinone) activity
Pseudomonas aeruginosa ,CDS,720228,720602,375,-,124,,Succinate dehydrogenase hydrophobic membrane anchor protein,
Pseudomonas aeruginosa ,CDS,720590,720976,387,-,128,,Succinate dehydrogenase cytochrome b-556 subunit,
Pseudomonas aeruginosa ,CDS,721325,722611,1287,+,428,,Citrate synthase (si) (EC 2.3.3.1),GO:0004108|citrate (Si)-synthase activity
Pseudomonas aeruginosa ,CDS,722726,723334,609,-,202,,Collagenase and related proteases,
Pseudomonas aeruginosa ,CDS,723468,723722,255,-,84,,UPF0153 protein YeiW,
Pseudomonas aeruginosa ,CDS,723826,724581,756,-,251,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,724697,725038,342,+,113,,Uncharacterized membrane protein PA1577,
Pseudomonas aeruginosa ,CDS,725045,725911,867,-,288,,2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60),GO:0008679|2-hydroxy-3-oxopropionate reductase activity
Pseudomonas aeruginosa ,CDS,726015,726566,552,+,183,,"Inhibitor of the KinA pathway to sporulation, predicted exonuclease",
Pseudomonas aeruginosa ,CDS,726661,726942,282,+,93,,Pyrimidine/purine nucleoside phosphorylase PpnP,
Pseudomonas aeruginosa ,CDS,727060,727656,597,-,198,,Uncharacterized protein YijF,
Pseudomonas aeruginosa ,CDS,727667,728812,1146,-,381,,Uncharacterized protein SO_3077,
Pseudomonas aeruginosa ,CDS,729022,729201,180,+,59,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,729270,730151,882,-,293,,Regulatory protein CysB,
